Date,Customer,Customer-Address,Product Type,Gallon Qty,Actual Profit By Item,Actual Cost by item,Sales,Margin by Product,Unleaded cost,Clear Cost,Dyed Cost
2/3/2025,TAYLOR FARMS COLORADO,"890 N. NEWPORT ROAD COLORADO SPRINGS, CO 80916",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),201,$152.37 ,$489.21 ,$641.58 ,$0.76 ,$448.93 ,$489.21 ,$488.53 
2/3/2025,MCUNDERGROUND LLC,"ANTHONY MCCLURE 1304 N ACADEMY BLVD. SUITE 100 COLORADO SPRINGS, CO 80909",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),704,$437.85 ,"$1,668.48 ","$2,106.33 ",$0.62 ,"$1,534.72 ","$1,668.48 ","$1,661.44 "
2/3/2025,MCUNDERGROUND LLC,"ANTHONY MCCLURE 1304 N ACADEMY BLVD. SUITE 100 COLORADO SPRINGS, CO 80909",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),204,$155.03 ,$481.44 ,$636.47 ,$0.76 ,$444.72 ,$483.48 ,$481.44 
2/3/2025,BILL'S EQUIPMENT & SUPPLY,"125 S. CHESTNUT STREET COLO SPGS, CO 80905",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),455,$304.60 ,"$1,105.88 ","$1,410.48 ",$0.67 ,"$1,016.24 ","$1,107.42 ","$1,105.88 "
2/3/2025,TIMBERLINE LANDSCAPING (T155),"INC 8110 OPPORTUNITY VIEW COLORADO SPRINGS, CO 80939","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",996,$199.15 ,"$2,224.57 ","$2,423.72 ",$0.20 ,"$2,224.57 ","$2,424.16 ","$2,420.78 "
2/3/2025,TIMBERLINE LANDSCAPING (T155),"INC 8110 OPPORTUNITY VIEW COLORADO SPRINGS, CO 80939",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),100,$23.01 ,$243.39 ,$266.40 ,$0.23 ,$223.35 ,$243.39 ,$243.05 
2/3/2025,FLYING DIAMOND,"Katie Johnson PO Box 345 Kit Carson, CO  80825","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",248,$123.40 ,$540.64 ,$664.04 ,$0.50 ,$540.64 ,$587.76 ,$585.28 
2/3/2025,PEYTON SCHOOL DISTRICT,"NUMBER 23-JT 13990 BRADSHAW RD PEYTON, CO 80831",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),200,$180.50 ,$486.78 ,$667.28 ,$0.90 ,$446.70 ,$486.78 ,$486.10 
2/3/2025,RED RIVER CIVIL,"19810 SPENCER RD PO BOX 535 PEYTON, CO 80831",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),75,$56.86 ,$182.54 ,$239.40 ,$0.76 ,$167.51 ,$182.54 ,$182.29 
2/3/2025,ELLICOTT SCHOOL DIST. 22,"322 S ELLICOTT HWY CALHAN, CO 808088838",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),525,$414.46 ,"$1,276.01 ","$1,690.47 ",$0.79 ,"$1,172.59 ","$1,277.80 ","$1,276.01 "
2/3/2025,C & C Land {COD},"8500 MOHAWK RD. COLORADO SPRINGS, CO  80908",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),326,$312.94 ,$769.36 ,"$1,082.30 ",$0.96 ,$710.68 ,$772.62 ,$769.36 
2/3/2025,TWO MEN AND A TRUCK,"ERIC ST. PIERRE 3220 FILLMORE RIDGE HEIGHTS COLORADO SPRINGS, CO 80907","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",22,$7.70 ,$49.14 ,$56.84 ,$0.35 ,$49.14 ,$53.55 ,$53.47 
2/3/2025,TWO MEN AND A TRUCK,"ERIC ST. PIERRE 3220 FILLMORE RIDGE HEIGHTS COLORADO SPRINGS, CO 80907",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),95,$36.10 ,$231.22 ,$267.32 ,$0.38 ,$212.18 ,$231.22 ,$230.90 
2/3/2025,"BRYAN CONSTRUCTION, INC.","5475 TECH CENTER DRIVE, SUITE 300 COLORADO SPRINGS, CO 80919",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),290,$145.15 ,$684.40 ,$829.55 ,$0.50 ,$632.20 ,$687.30 ,$684.40 
2/3/2025,HPD ENTERPRISE INC.,"125 N. WAHSATCH COLORADO SPRINGS, CO 80903",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),203,$87.29 ,$493.39 ,$580.68 ,$0.43 ,$453.40 ,$494.08 ,$493.39 
2/3/2025,PETROLEUM TRADERS CORP,"P.O. BOX 2357 FT WAYNE, IN 46801-2357",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),787,$299.06 ,"$1,915.48 ","$2,214.54 ",$0.38 ,"$1,757.76 ","$1,915.48 ","$1,912.80 "
2/3/2025,PETROLEUM TRADERS CORP,"P.O. BOX 2357 FT WAYNE, IN 46801-2357",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),64,$24.32 ,$155.55 ,$179.87 ,$0.38 ,$142.94 ,$155.77 ,$155.55 
2/3/2025,BUILDER'S FIRST SOURCE-LUMBER,"870 PAONIA  ST COLORADO SPRINGS, CO 80915",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),189,$52.92 ,$460.01 ,$512.93 ,$0.28 ,$422.13 ,$460.01 ,$459.36 
2/3/2025,BUILDER'S FIRST SOURCE-LUMBER,"870 PAONIA  ST COLORADO SPRINGS, CO 80915",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),45,$12.60 ,$109.37 ,$121.97 ,$0.28 ,$100.51 ,$109.53 ,$109.37 
2/3/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),342,$129.96 ,$831.23 ,$961.19 ,$0.38 ,$763.86 ,$832.39 ,$831.23 
2/3/2025,CHEYENNE MOUNTAIN ZOO,"4250 CHEYENNE MT ZOO RD COLORADO SPRINGS, CO 80906","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",108,$32.14 ,$235.44 ,$267.58 ,$0.30 ,$235.44 ,$255.96 ,$254.88 
2/3/2025,CHEYENNE MOUNTAIN ZOO,"4250 CHEYENNE MT ZOO RD COLORADO SPRINGS, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),249,$214.13 ,$587.64 ,$801.77 ,$0.86 ,$542.82 ,$590.13 ,$587.64 
2/3/2025,CHEYENNE MOUNTAIN RESORT,"& COUNTRY CLUB OF COLO. 3225 BROADMOOR VALLEY RD. COLORADO SPRINGS, CO 80906","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",246,$73.20 ,$536.28 ,$609.48 ,$0.30 ,$536.28 ,$583.02 ,$580.56 
2/3/2025,CHEYENNE MOUNTAIN RESORT,"& COUNTRY CLUB OF COLO. 3225 BROADMOOR VALLEY RD. COLORADO SPRINGS, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),122,$104.91 ,$287.92 ,$392.83 ,$0.86 ,$265.96 ,$289.14 ,$287.92 
2/3/2025,GARDEN OF THE GODS CLUB,"1495 HILL CIRCLE COLORADO SPRINGS, CO 80904","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",283,$84.21 ,$616.94 ,$701.15 ,$0.30 ,$616.94 ,$670.71 ,$667.88 
2/3/2025,GARDEN OF THE GODS CLUB,"1495 HILL CIRCLE COLORADO SPRINGS, CO 80904",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),69,$59.34 ,$162.84 ,$222.18 ,$0.86 ,$150.42 ,$163.53 ,$162.84 
2/3/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),12,$4.56 ,$29.17 ,$33.73 ,$0.38 ,$26.80 ,$29.21 ,$29.17 
2/3/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),248,$69.44 ,$603.61 ,$673.05 ,$0.28 ,$553.91 ,$603.61 ,$602.76 
2/3/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,531",$428.68 ,"$3,721.10 ","$4,149.78 ",$0.28 ,"$3,419.49 ","$3,726.30 ","$3,721.10 "
2/3/2025,RELIABLE SANITATION ***,"2239 COMMERCIAL BLVD COLORADO SPRINGS, CO 80906",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),223,$146.74 ,$542.76 ,$689.50 ,$0.66 ,$498.07 ,$542.76 ,$542.00 
2/3/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),81,$22.68 ,$197.15 ,$219.83 ,$0.28 ,$180.91 ,$197.15 ,$196.87 
2/3/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),557,$155.96 ,"$1,353.79 ","$1,509.75 ",$0.28 ,"$1,244.06 ","$1,355.68 ","$1,353.79 "
2/3/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),133,$50.54 ,$323.26 ,$373.80 ,$0.38 ,$297.06 ,$323.71 ,$323.26 
2/3/2025,COLORADO INDUST.RECYCLING,"2730 EAST LAS VEGAS DAVE KOSCOVE COLORADO SPRINGS, CO 80906",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),"1,039",($355.18),"$2,528.82 ","$2,173.64 ",($0.34),"$2,320.61 ","$2,528.82 ","$2,525.29 "
2/3/2025,COLORADO INDUST.RECYCLING,"2730 EAST LAS VEGAS DAVE KOSCOVE COLORADO SPRINGS, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),440,$105.40 ,"$1,069.42 ","$1,174.82 ",$0.24 ,$982.74 ,"$1,070.92 ","$1,069.42 "
2/3/2025,U PULL AND PAY,"PO BOX 5804 CINCINNATI, OH 45201",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),504,$448.28 ,"$1,224.97 ","$1,673.25 ",$0.89 ,"$1,125.68 ","$1,226.69 ","$1,224.97 "
2/3/2025,NARANJO CIVIL CONSTRUCTORS INC,"JERRY NARANJO 627 27TH ST GARDEN CITY, CO 80631",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),369,$158.67 ,$896.85 ,"$1,055.52 ",$0.43 ,$824.16 ,$898.11 ,$896.85 
2/3/2025,FOUNTAIN VALLEY SCHOOL,"6155 FOUNTAIN VALLEY SCHOOL ROAD COLORADO SPRINGS, CO 80911","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",401,$119.33 ,$874.18 ,$993.51 ,$0.30 ,$874.18 ,$950.37 ,$946.36 
2/3/2025,GEOCYCLE LLC,"PO #5500014140 P.O. BOX 300 CONCORD, ON CANADA L4K 186, ON",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),72,$78.44 ,$175.00 ,$253.44 ,$1.09 ,$160.81 ,$175.24 ,$175.00 
2/3/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),55,$19.30 ,$133.68 ,$152.98 ,$0.35 ,$122.84 ,$133.86 ,$133.68 
2/3/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),118,$41.43 ,$286.80 ,$328.23 ,$0.35 ,$263.55 ,$287.20 ,$286.80 
2/3/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),40,$14.03 ,$97.22 ,$111.25 ,$0.35 ,$89.34 ,$97.36 ,$97.22 
2/4/2025,"OMAHA TRACK, INC.","12930 I STREET OMAHA, NE 68137",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),142,$68.16 ,$352.27 ,$420.43 ,$0.48 ,$326.26 ,$353.21 ,$352.27 
2/4/2025,F&D ENVIRONMENTAL SOLUTIONS,"AMANDA CALVIN 12 GREEN ACRES RD SUMRALL, MS 394828",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),172,$82.56 ,$426.70 ,$509.26 ,$0.48 ,$395.19 ,$427.83 ,$426.70 
2/4/2025,EVRAZ - PALMER PROJECT,"PO BOX 316 PUEBLO, CO 81002-0316",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),776,$495.98 ,"$1,925.10 ","$2,421.08 ",$0.64 ,"$1,782.94 ","$1,930.22 ","$1,925.10 "
2/4/2025,CANON CITY SCHOOLS,"1030 SOUTH 4TH STREET CANON CITY, CO 81212","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)","1,500",$975.98 ,"$3,255.00 ","$4,230.98 ",$0.65 ,"$3,255.00 ","$3,585.00 ","$3,555.00 "
2/4/2025,CANON CITY SCHOOLS,"1030 SOUTH 4TH STREET CANON CITY, CO 81212",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"2,500","$1,625.13 ","$5,925.00 ","$7,550.13 ",$0.65 ,"$5,425.00 ","$5,975.00 ","$5,925.00 "
2/4/2025,FUJIFILM ELECTRONIC MATERIALS U.S.A. INC,"80 CIRCUIT DRIVE NORTH KINGSTOWN, RHODE ISLAND 02852",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),112,$53.76 ,$277.85 ,$331.61 ,$0.48 ,$257.33 ,$278.59 ,$277.85 
2/4/2025,GEOCYCLE LLC,"PO #5500014140 P.O. BOX 300 CONCORD, ON CANADA L4K 186, ON",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),90,$93.53 ,$223.27 ,$316.80 ,$1.04 ,$206.78 ,$223.87 ,$223.27 
2/4/2025,WEATHERCRAFT ROOFING,"JOHN FLEMING PO BOX 16039 COLORADO SPRINGS, CO 80935","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",141,$67.34 ,$305.97 ,$373.31 ,$0.48 ,$305.97 ,$336.99 ,$334.17 
2/4/2025,PETROLEUM TRADERS CORP,"P.O. BOX 2357 FT WAYNE, IN 46801-2357",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),566,$215.08 ,"$1,407.87 ","$1,622.95 ",$0.38 ,"$1,300.44 ","$1,407.87 ","$1,404.13 "
2/4/2025,PETROLEUM TRADERS CORP,"P.O. BOX 2357 FT WAYNE, IN 46801-2357",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),61,$23.18 ,$151.33 ,$174.51 ,$0.38 ,$140.15 ,$151.73 ,$151.33 
2/4/2025,SCHMIDT CONSTRUCTION,"ATTN: ACCOUNTS PAYABLE 2635 DELTA DRIVE COLORADO SPRINGS, CO 80916",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),750,$285.00 ,"$1,860.60 ","$2,145.60 ",$0.38 ,"$1,723.20 ","$1,865.55 ","$1,860.60 "
2/4/2025,PYRAMID CONSTRUCTION,"3075 Janitell Rd STE 200 Colorado Springs, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),350,$241.20 ,$868.28 ,"$1,109.48 ",$0.69 ,$804.16 ,$870.59 ,$868.28 
2/4/2025,"RAY LIPPIS EXCAVATING, LLC","910 RIVERSIDE AVE CANON CITY, CO 81212",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),128,$32.59 ,$318.39 ,$350.98 ,$0.25 ,$294.09 ,$318.39 ,$317.54 
2/4/2025,"RAY LIPPIS EXCAVATING, LLC","910 RIVERSIDE AVE CANON CITY, CO 81212",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),25,$12.23 ,$62.02 ,$74.25 ,$0.49 ,$57.44 ,$62.19 ,$62.02 
2/4/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),125,$47.50 ,$310.10 ,$357.60 ,$0.38 ,$287.20 ,$310.93 ,$310.10 
2/4/2025,"MODERN TRANSPORT SOLUTIONS, INC","3439 N 80th St Mesa, AZ 85207",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),"3,502","$1,862.89 ","$8,369.78 ","$10,232.67 ",$0.53 ,"$7,599.34 ","$8,369.78 ","$8,299.74 "
2/4/2025,"MODERN TRANSPORT SOLUTIONS, INC","3439 N 80th St Mesa, AZ 85207",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,006",$684.03 ,"$2,384.22 ","$3,068.25 ",$0.68 ,"$2,183.02 ","$2,404.34 ","$2,384.22 "
2/4/2025,KIEWIT INFRASTRUCTURE,"10055 TRAINSTATION CIR LONE TREE, CO 80124",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),550,$260.29 ,"$1,364.44 ","$1,624.73 ",$0.47 ,"$1,263.68 ","$1,368.07 ","$1,364.44 "
2/4/2025,FEDEX GROUND - CS (TROY HILL),"FEDEX  GROUND 125 N TROY HILL RD COLO SPGS, CO 80916",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),28,$28.05 ,$66.92 ,$94.97 ,$1.00 ,$60.76 ,$66.92 ,$66.36 
2/4/2025,ALPINE DISPOSAL INC - TRSF STATION,"PO BOX 1207 COLORADO SPRINGS, CO 80901",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),225,$74.26 ,$559.67 ,$633.92 ,$0.33 ,$516.96 ,$559.67 ,$558.18 
2/4/2025,ALPINE DISPOSAL INC - TRSF STATION,"PO BOX 1207 COLORADO SPRINGS, CO 80901",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),135,$44.55 ,$334.91 ,$379.46 ,$0.33 ,$310.18 ,$335.80 ,$334.91 
2/4/2025,HOLLAMBYS PROFESSIONAL DESIGN LLC/Summit,"RYAN HOLLAMBY 10833 TORREYS PEAK WAY PEYTON, CO 80831","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",503,$104.41 ,"$1,091.51 ","$1,195.92 ",$0.21 ,"$1,091.51 ","$1,202.17 ","$1,192.11 "
2/4/2025,HOLLAMBYS PROFESSIONAL DESIGN LLC/Summit,"RYAN HOLLAMBY 10833 TORREYS PEAK WAY PEYTON, CO 80831",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),316,$236.98 ,$748.92 ,$985.90 ,$0.75 ,$685.72 ,$755.24 ,$748.92 
2/4/2025,NATIVE SUN MATERIALS,"3107 W COLORADO #312 COLO SPRINGS, CO 8090486834",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),461,$391.83 ,"$1,092.57 ","$1,484.40 ",$0.85 ,"$1,000.37 ","$1,101.79 ","$1,092.57 "
2/4/2025,HCD INC.,"1310 FORD ST. COLORADO SPRINGS, CO 80915","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",856,$342.40 ,"$1,966.75 ","$2,309.15 ",$0.40 ,"$1,966.75 ","$2,129.21 ","$2,123.56 "
2/4/2025,HCD INC.,"1310 FORD ST. COLORADO SPRINGS, CO 80915",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),482,$207.26 ,"$1,198.93 ","$1,406.19 ",$0.43 ,"$1,107.44 ","$1,198.93 ","$1,195.75 "
2/4/2025,HCD INC.,"1310 FORD ST. COLORADO SPRINGS, CO 80915",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),26,$11.18 ,$64.50 ,$75.68 ,$0.43 ,$59.74 ,$64.67 ,$64.50 
2/4/2025,C & C Land {COD},"8500 MOHAWK RD. COLORADO SPRINGS, CO  80908","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",37,$22.48 ,$80.29 ,$102.77 ,$0.61 ,$80.29 ,$88.43 ,$87.69 
2/4/2025,COMPASSION INTERNATIONAL,"12290 VOYAGER PKWY COLORADO SPRINGS, CO  80921",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),19,$21.85 ,$45.03 ,$66.88 ,$1.15 ,$41.23 ,$45.41 ,$45.03 
2/4/2025,BILL'S EQUIPMENT & SUPPLY,"125 S. CHESTNUT STREET COLO SPGS, CO 80905",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),438,$271.19 ,"$1,086.59 ","$1,357.78 ",$0.62 ,"$1,006.35 ","$1,089.48 ","$1,086.59 "
2/4/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),208,$58.24 ,$517.38 ,$575.62 ,$0.28 ,$477.90 ,$517.38 ,$516.01 
2/4/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,030",$288.40 ,"$2,555.22 ","$2,843.62 ",$0.28 ,"$2,366.53 ","$2,562.02 ","$2,555.22 "
2/4/2025,ALPINE DISPOSAL INC SVCS - MAIN,"1025 S EL PASO COLORADO SPRINGS, CO 80901",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),"1,768",$583.44 ,"$4,397.72 ","$4,981.16 ",$0.33 ,"$4,062.16 ","$4,397.72 ","$4,386.05 "
2/4/2025,SCHMIDT CONSTRUCTION,"ATTN: ACCOUNTS PAYABLE 2635 DELTA DRIVE COLORADO SPRINGS, CO 80916",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),705,$267.90 ,"$1,753.62 ","$2,021.52 ",$0.38 ,"$1,619.81 ","$1,753.62 ","$1,748.96 "
2/4/2025,SCHMIDT CONSTRUCTION,"ATTN: ACCOUNTS PAYABLE 2635 DELTA DRIVE COLORADO SPRINGS, CO 80916",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),761,$289.18 ,"$1,887.89 ","$2,177.07 ",$0.38 ,"$1,748.47 ","$1,892.91 ","$1,887.89 "
2/4/2025,FREMONT PAVING UNITED COMPANIES,"839 MACKENZIE AVE PO BOX 841 CANON CITY, CO 81212",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),326,$228.27 ,$808.74 ,"$1,037.01 ",$0.70 ,$749.02 ,$810.89 ,$808.74 
2/4/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),87,$30.54 ,$215.83 ,$246.37 ,$0.35 ,$199.89 ,$216.40 ,$215.83 
2/4/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),109,$38.27 ,$270.41 ,$308.68 ,$0.35 ,$250.44 ,$271.13 ,$270.41 
2/4/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),245,$86.01 ,$607.80 ,$693.81 ,$0.35 ,$562.91 ,$609.41 ,$607.80 
2/4/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),41,$14.39 ,$101.71 ,$116.10 ,$0.35 ,$94.20 ,$101.98 ,$101.71 
2/4/2025,FREMONT PAVING UNITED COMPANIES,"839 MACKENZIE AVE PO BOX 841 CANON CITY, CO 81212",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,600","$1,139.38 ","$3,969.28 ","$5,108.66 ",$0.71 ,"$3,676.16 ","$3,979.84 ","$3,969.28 "
2/4/2025,HPD ENTERPRISE INC.,"125 N. WAHSATCH COLORADO SPRINGS, CO 80903",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),155,$66.65 ,$384.52 ,$451.17 ,$0.43 ,$356.13 ,$385.55 ,$384.52 
2/4/2025,FINSTERWALD IRRIGATION,"2232 WEST UINTAH COLO SPGS, CO 80904","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",97,$49.23 ,$210.49 ,$259.72 ,$0.51 ,$210.49 ,$231.83 ,$229.89 
2/4/2025,FINSTERWALD IRRIGATION,"2232 WEST UINTAH COLO SPGS, CO 80904",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),40,$36.08 ,$95.60 ,$131.68 ,$0.90 ,$86.80 ,$95.60 ,$94.80 
2/4/2025,STRATMOOR HILLS WATER,"AND SANITATION DISTRICTS 1811 B STREET COLORADO SPRINGS, CO 80906","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",102,$51.77 ,$221.34 ,$273.11 ,$0.51 ,$221.34 ,$243.78 ,$241.74 
2/4/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),169,$64.22 ,$419.26 ,$483.48 ,$0.38 ,$388.29 ,$420.37 ,$419.26 
2/4/2025,NARANJO CIVIL CONSTRUCTORS INC,"JERRY NARANJO 627 27TH ST GARDEN CITY, CO 80631",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),338,$145.34 ,$838.51 ,$983.85 ,$0.43 ,$776.59 ,$840.74 ,$838.51 
2/4/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),298,$113.24 ,$739.28 ,$852.52 ,$0.38 ,$684.68 ,$741.25 ,$739.28 
2/4/2025,AGRILAND FS,"AGRILAND FS DBA BRING FUEL 421 N. 10TH ST WINTERSET, IA 50273",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),413,$156.94 ,"$1,024.57 ","$1,181.51 ",$0.38 ,$948.91 ,"$1,027.30 ","$1,024.57 "
2/4/2025,AGRILAND FS,"AGRILAND FS DBA BRING FUEL 421 N. 10TH ST WINTERSET, IA 50273",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),32,$12.16 ,$79.39 ,$91.55 ,$0.38 ,$73.52 ,$79.60 ,$79.39 
2/4/2025,RANDY'S HIGH COUNTRY,"TOWING  *** 1205 E LAS VEGAS STREET COLORADO SPRINGS, CO 80903",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),413,$186.66 ,$987.07 ,"$1,173.73 ",$0.45 ,$896.21 ,$987.07 ,$978.81 
